24_FC1005,Measurement,,5,0,0,100,0
24_FC1005,ControllerOutput,,5,0,0,100,0
24_FC1005,ExternalSetpoint,,5,0,0,100,0
24_FC1005,DcsSetpoint,,5,0,0,100,0
24_FC1005,MPCsetpoint,,5,0,0,100,0
24_FC1005,Mode,,5,0,0,100,0
24_FC1005,SetpointSelection,,5,0,0,100,0
24_FC1005,ManualOutput,,5,0,0,100,0
24_FC1015,Measurement,,5,0,0,100,0
24_FC1015,ControllerOutput,,5,0,0,100,0
24_FC1015,ExternalSetpoint,,5,0,0,100,0
24_FC1015,DcsSetpoint,,5,0,0,100,0
24_FC1015,MPCsetpoint,,5,0,0,100,0
24_FC1015,Mode,,5,0,0,100,0
24_FC1015,SetpointSelection,,5,0,0,100,0
24_FC1015,ManualOutput,,5,0,0,100,0
24_FC1018,Measurement,,5,0,0,100,0
24_FC1018,ControllerOutput,,5,0,0,100,0
24_FC1018,ExternalSetpoint,,5,0,0,100,0
24_FC1018,DcsSetpoint,,5,0,0,100,0
24_FC1018,MPCsetpoint,,5,0,0,100,0
24_FC1018,Mode,,5,0,0,100,0
24_FC1018,SetpointSelection,,5,0,0,100,0
24_FC1018,ManualOutput,,5,0,0,100,0
24_FC1019,Measurement,,5,0,0,100,0
24_FC1019,ControllerOutput,,5,0,0,100,0
24_FC1019,DcsSetpoint,,5,0,0,100,0
24_FC1019,MPCsetpoint,,5,0,0,100,0
24_FC1019,ExternalSetpoint,,5,0,0,100,0
24_FC1019,Mode,,5,0,0,100,0
24_FC1019,SetpointSelection,,5,0,0,100,0
24_FC1019,ManualOutput,,5,0,0,100,0
24_FC1020,Measurement,,5,0,0,100,0
24_FC1020,ControllerOutput,,5,0,0,100,0
24_FC1020,ExternalSetpoint,,5,0,0,100,0
24_FC1020,DcsSetpoint,,5,0,0,100,0
24_FC1020,MPCsetpoint,,5,0,0,100,0
24_FC1020,Mode,,5,0,0,100,0
24_FC1020,SetpointSelection,,5,0,0,100,0
24_FC1020,ManualOutput,,5,0,0,100,0
24_FC1021,Measurement,,5,0,0,100,0
24_FC1021,ControllerOutput,,5,0,0,100,0
24_FC1021,ExternalSetpoint,,5,0,0,100,0
24_FC1021,DcsSetpoint,,5,0,0,100,0
24_FC1021,MPCsetpoint,,5,0,0,100,0
24_FC1021,Mode,,5,0,0,100,0
24_FC1021,SetpointSelection,,5,0,0,100,0
24_FC1021,ManualOutput,,5,0,0,100,0
24_FC1022,Measurement,,5,0,0,100,0
24_FC1022,ControllerOutput,,5,0,0,100,0
24_FC1022,ExternalSetpoint,,5,0,0,100,0
24_FC1022,DcsSetpoint,,5,0,0,100,0
24_FC1022,MPCsetpoint,,5,0,0,100,0
24_FC1022,Mode,,5,0,0,100,0
24_FC1022,SetpointSelection,,5,0,0,100,0
24_FC1022,ManualOutput,,5,0,0,100,0
24_HC1019,Measurement,,5,0,0,100,0
24_HC1019,ControllerOutput,,5,0,0,100,0
24_HC1019,ExternalSetpoint,,5,0,0,100,0
24_HC1019,DcsSetpoint,,5,0,0,100,0
24_HC1019,MPCsetpoint,,5,0,0,100,0
24_HC1019,Mode,,5,0,0,100,0
24_HC1019,SetpointSelection,,5,0,0,100,0
24_HC1019,ManualOutput,,5,0,0,100,0
24_HC1024,Measurement,,5,0,0,100,0
